id,Ag_Pot_Maj,1997_Perc_Anthro,2011_Perc_Anthro,2013_Perc_Anthro,Cons_AOD,Biodiv_Pri,Clim_Zone,ClimChgZon,AvgD_FedCU,AvgD_StaCU,AvgD_Log,AvgDist0_97,AvgDist2_00,AvgDist5_03,AvgDist6_04,AvgDist7_05,AvgDist8_06,AvgDist9_07,AvgDist10_08,AvgDist11_13,AvgDist12_14,AvgDist_15,AvgD_Rail,AvgD_Mine,AvgD_City,AvgD_MajCi,Cons_Ecosy,AreaForRes,AreaOvLR,DomSoil,ConsTrdPop,DomVegetat
360,8,,,,,100,1,6,70154.72816,151.3104821,568737.3967,12693.87755,177883.7404,1801167.829,1801167.829,151236.1798,2209874.469,2143846.898,577271.5587,1819662.806,819946.861,177883.7404,994295.3036,105513.8586,12315.38233,NA,,,,2,99.99999994,20
364,4,4.970098658,5.136785646,6.112238684,87.76495845,91.22408424,2,6,20900.14336,550818.4897,649299.097,44794.92214,8445.672461,2813944.018,2813944.018,689579.2757,3163373.16,3033018.831,1537134.509,2834243.297,3905.035681,8445.672461,1961301.309,803607.2916,23256.9273,25027.28711,,,,16,,20
369,8,3.695948549,3.810883285,,99.99999928,,5,4,22514.17396,187839.9318,56851.27841,650622.2131,614716.0284,1218115.497,1218115.497,767876.3267,1781928.625,1713598.307,585433.8949,1224750.432,1556915.472,614716.0284,728767.4048,108599.6053,11393.52373,NA,,,99.99999928,0,,20
374,1,,,,,35.26498861,1,1,75006.96422,270720.841,990786.3996,423536.9349,445750.7264,2191668.026,2191668.026,401856.9578,2665774.721,2597252.956,1059328.085,2204406.348,683484.882,445750.7264,1458727.663,192354.0063,248167.5478,81684.11133,,,,6,,17
376,4,2.407248546,2.407828069,,,0.395962365,1,6,45152.02856,244231.7551,579066.5168,19322.33451,83199.63088,2152312.264,2152312.264,80650.01048,2527606.586,2456763.283,889641.5282,2172114.959,461397.5464,83199.63088,1316127.359,331160.6596,94648.02955,97125.5601,,,,6,51.46752764,20
379,6,,,,,100,4,5,32637.09882,411606.1415,175261.6551,268067.0556,483368.1133,1037878.2,1037878.2,945470.5498,1199162.647,1003895.354,456364.8947,837184.1219,777769.4749,483368.1133,464711.0665,12703.55475,170474.835,164828.8711,100,,,8,,20
387,2,,,1.85929094,,,2,6,82968.43384,62692.8516,72547.83366,0,102232.9374,1326331.099,1326331.099,348838.4264,1651294.867,1589222.879,92886.04126,1352567.258,1020943.868,102232.9374,452640.2184,76107.10653,54883.91443,NA,,,99.99999994,6,,20
388,8,2.181091511,2.298245729,,,,2,6,172249.3063,193846.3253,230331.5499,219161.9481,231786.6927,1617681.238,1617681.238,218590.8768,1903361.567,1768116.424,397459.4148,1596476.268,851971.9142,231786.6927,747080.7047,128276.0893,49418.23757,50054.57422,1.531840288,,,11,,20
393,8,,,,,9.163506008,3,3,169719.7769,157620.0004,336265.7642,409043.303,458839.8648,562104.436,562104.436,562104.436,979477.4697,908692.6602,444641.9643,578011.6097,1191213.607,458839.8648,246003.8147,78413.79528,258270.34,260594.7191,99.99999997,,,8,,20
395,1,1.857760952,1.872122311,0.460376791,,0.934750641,1,6,50103.18237,115215.4684,703929.4047,273386.8641,422707.2283,1835926.315,1835926.315,372987.6569,2314406.94,2245322.874,731735.4227,1849117.584,906153.5889,422707.2283,1113757.194,126031.7857,86372.93728,82301.31576,,,,14,19.08565411,17
396,2,13.29724574,13.22835478,12.95721835,100.0000002,69.5045067,3,6,120443.2522,116935.9536,51292.56958,726.5911441,12602.0995,1195050.602,1195050.602,464893.02,1529677.285,1466385.703,12602.0995,1220171.217,1073804.099,12602.0995,322845.9198,46626.83512,54041.87141,53090.89453,,,100.0000002,0,100,20
405,1,37.92893504,38.48878256,5.355798041,,99.99999802,1,6,46286.40234,154834.2246,746806.5039,165593.2627,192814.584,2157837.719,2157837.719,163963.4619,2574143.344,2508317.938,937951.1016,2174941.828,515443.7813,192814.584,1358521.602,201050.2979,16474.7514,NA,,,,21,99.99999891,17
409,2,,,,,,3,6,167115.9055,166558.1691,244281.2536,261869.3178,211073.7113,2114896.307,2114896.307,211073.7113,2407356.958,2239548.988,845828.0334,2059207.215,599555.0325,211073.7113,1240803.55,155434.804,125578.5741,138217.7188,,,,21,100,20
410,1,17.04899274,17.18498382,0.407891552,,100.0000001,1,6,26349.81664,44358.92415,742107.2651,181902.3185,212004.556,2052470.472,2052470.472,160652.5834,2483421.548,2416726.187,855030.1049,2068770.517,630790.0677,212004.556,1268690.241,102175.291,32352.61579,39571.61719,,,,6,100.0000001,20
413,2,,,,,,3,6,171615.3281,215693.9375,196249.5156,253379.8646,223014.2552,1650479.292,1650479.292,202001.2396,1932790.333,1789214,431412.1042,1616089.625,836693.2708,223014.2552,780573.2083,125828.3568,83484.54167,NA,,,,10,,20
418,2,9.537799344,9.648744647,,,100,3,6,51425.88441,166544.7267,244711.3209,253166.8954,242030.7731,2229653.776,2229653.776,242030.7731,2525383.958,2355252.62,954952.0358,2173926.215,491069.0428,242030.7731,1355382.947,190863.5326,52209.27408,83193.59531,,,,6,100,20
421,8,2.316109894,2.364215587,,36.60514608,99.9999999,2,6,209614.3859,186537.2113,197559.613,56402.04082,230376.843,1413404.694,1413404.694,331075.6358,1710417.726,1616052.073,222805.08,1446612.259,907508.5563,230376.843,541849.821,174828.2197,34528.4354,39571.61719,74.42513016,,99.99999986,0,,20
422,8,44.28550881,44.16422803,0.391985694,100.0000001,100.0000003,4,7,92622.2018,26099.10314,77653.12112,770832.1483,241980.8507,707732.3901,733173.4048,749896.7894,758617.1262,355858.0889,1013802.531,187458.4279,226953.8204,241980.8507,69515.34172,53054.10741,40859.7729,35393.92969,100.0000002,,100.0000002,20,6.67157073,15
425,8,4.711706128,4.915179879,,100,0.187701197,5,7,108669.9548,257863.4438,35553.89907,591060.4941,571221.6683,1134295.063,1134295.063,774156.8155,1693522.422,1624791.178,524388.8189,1141949.792,1604299.959,571221.6683,650582.6816,194480.5293,9499.272536,0,,,100,13,,20
426,2,,,27.00950157,100.0000006,,2,6,75375,45597.83008,68070.33789,29625,129568.5938,1371083.203,1371083.203,292316.7656,1704268,1641589.734,100882.5322,1394021.813,1050810.656,129568.5938,499689.8633,65623.04932,5291.466064,NA,,,100.0000006,6,,2
430,8,1.162151999,1.254654119,3.936941341,99.99999995,100.0000001,5,4,25941.42548,259398.9688,302580.3411,754797.863,498718.7607,1222221.57,1254749.945,708578.0954,1245494.563,805441.156,498718.7607,613431.9623,490112.603,498718.7607,513419.1418,109619.9722,27762.7604,89361,,,,9,,21
438,8,5.647357981,5.638396242,2.056063687,,,3,6,105925.0885,43808.52662,137090.6601,451771.1099,421566.5002,1746454.155,1746454.155,377809.1021,1974437.692,1746378.785,627204.9059,1561746.298,606022.5322,421566.5002,905594.7849,4723.375714,137851.9176,150513.1302,99.99999994,,,7,,2
439,8,1.72351807,1.720805914,0.08792308,,99.99999998,3,6,23876.34004,46968.16427,116227.1368,434079.9193,358616.4282,1797717.308,1797717.308,310118.2103,2040772.95,1827914.318,633741.0495,1644576.403,670750.5487,358616.4282,944453.5835,69916.30165,115108.8029,116379.2927,1.451499198,,14.20719725,14,,20
442,8,,,,,4.714136015,2,6,38686.72738,67096.91525,315543.115,210973.0313,94469.63593,1642966.542,1642966.542,55314.44734,1973523.157,1902184.139,356707.6756,1663708.443,983014.4558,94469.63593,772305.4804,253837.0669,85765.52856,88791.85379,54.60170601,,,6,,20
450,8,3.234855158,3.278158014,,0.219522919,,2,6,170456.7625,205642.0899,210581.9909,239052.3509,225455.9761,1636933.328,1636933.328,207874.9846,1920796.245,1780880.184,417094.5996,1608392.02,843634.896,225455.9761,766702.5658,126510.4881,69502.86916,69444.58594,2.805995128,,,14,,20
455,8,0.143311436,0.144382341,0.018339628,1.334657556,47.89986723,4,3,123362.6929,210196.579,321568.6809,256106.1918,259020.6568,1008647.954,1008647.954,657436.7094,1458991.202,1389302.1,195521.3801,1027356.017,1402366.938,259020.6568,305937.205,123705.1891,149225.7991,197433.6999,68.84213764,,,8,,20
462,2,27.91041399,28.10713864,,,86.49944195,1,6,180680.3172,351233.9096,699645.6782,228331.494,323275.131,2352086.266,2352086.266,321473.8703,2756183.367,2691252.239,1116585.777,2369649.197,342667.8943,323275.131,1541516.439,375787.3863,6462.186269,NA,,,,13,,20
463,2,13.32446455,13.29312797,,,23.99249144,3,6,82999.87557,176213.2823,275397.1713,243741.4061,221305.9536,2194917.858,2194917.858,221305.9536,2491960.048,2325932.901,919918.0333,2145315.791,515588.5484,221305.9536,1320642.983,198211.6234,55956.45783,128500.4734,,,,7,100,20
464,8,4.91979026,5.213049319,0.950448555,,99.99999971,1,6,40893.72377,9042.940857,539523.7088,0,150586.5888,1800819.395,1800819.395,121965.93,2200757.449,2135158.866,564674.3849,1819905.027,814454.1811,150586.5888,985215.6364,135739.6449,19980.36422,NA,,,,6,99.99999995,20
470,8,95.86638045,95.85829049,10.769084,100.0000004,99.99999982,5,7,226271.075,95608.97954,83606.32296,1059150.436,349054.8476,1729875.144,1736646.495,1045024.924,1813115.09,1787227.562,349054.8476,1589192.132,118259.9322,349054.8476,555196.9946,32129.55041,31326.14912,NA,100,,,20,,2
472,1,,,,,4.462095857,1,6,91817.47567,92429.41344,778118.589,249474.0495,348454.64,1917218.126,1917218.126,293467.0882,2379317.399,2311016.742,774434.7321,1931509.896,806530.2383,348454.64,1171546.398,51718.33185,74985.41138,123574.7487,,,,13,,17
479,4,1.918424779,1.922074367,,,45.60013134,1,6,235814.6589,499671.5992,633678.679,207786.2809,234232.381,2568647.913,2568647.913,483374.5905,2944310.212,2853191.614,1308230.67,2587690.817,152216.6984,234232.381,1734557.182,619470.5153,111640.5965,108662.2858,,,,6,2.763646059,17
488,2,0.481380039,0.475698862,0.130587354,,99.55565888,5,3,156037.859,292940.2024,196811.5982,422457.7059,421252.0753,1055494.491,1055494.491,699458.7195,1572947.021,1501223.57,355270.6327,1068534.096,1565983.366,421252.0753,478679.1297,210578.8134,55569.35751,93999.54477,23.28287978,,,14,,2
496,6,,,,0.014433058,100,4,5,32518.49033,381824.111,189877.5987,232303.7229,451275.1728,1015065.143,1015065.143,930871.4906,1188880.192,1015219.865,423092.6133,851006.448,809761.5836,451275.1728,430647.049,30103.71763,149921.5526,146424.5794,100.0000001,,,8,,20
500,8,,,8.364617913,,0.73958432,4,3,119065.6703,230806.8472,283766.1039,309326.0845,300183.1342,727502.7425,727502.7425,727502.7425,1127133.365,1057878.479,290509.4106,743367.698,1245685.789,300183.1342,161513.3118,167389.8403,178080.2992,178058.553,25.34740736,,,8,,20
503,2,,,,,93.52531526,3,6,101883.345,309047.8714,377867.7039,217465.77,326478.6162,2732129.264,2732129.264,623800.3295,3030579.208,2839732.95,1449626.604,2653856.522,167277.8179,326478.6162,1750690.951,562640.7999,52197.80835,158917.1523,,,,9,98.54668565,17
504,2,,,,,100.0000018,1,6,162302.2401,315606.3267,688916.6364,195605.4517,282646.0511,2312897.159,2312897.159,280526.5284,2715258.159,2650368.636,1075609.818,2330646.068,364017.2045,282646.0511,1500679.568,348100.0824,46726.45455,NA,,,,13,99.99999992,20
505,2,,,,,99.99999997,5,2,73660.3712,288356.3925,132479.4142,726726.044,706531.5308,1171468.524,1171468.524,882513.9338,1757622.962,1694546.746,659859.8049,1174716.426,1663418.729,706531.5308,774757.1735,138983.5472,57532.35641,64464.58398,,,,22,,17
506,4,,,,,100.0000001,3,6,601.0543021,486981.5377,566206.0904,28376.21097,180099.0806,2864035.018,2864035.018,728328.1011,3180298.278,3012393.145,1575286.394,2828644.098,23269.11185,180099.0806,1936082.56,744140.5744,18873.64241,25027.28711,,100.0000001,,16,100.0000002,17
507,1,26.74440838,26.66079728,7.65493433,,99.99999979,1,6,19195.34575,56432.16202,740448.9732,177945.4955,205033.3624,2064774.72,2064774.72,155167.0089,2493634.631,2427057.131,863894.5685,2081197.327,616462.0149,205033.3624,1278641.923,115509.8988,17128.5159,NA,,,,6,99.99999866,20
508,8,1.635412345,1.642692934,1.038292165,100,27.08717002,4,5,280857.2903,288279.738,23952.16303,701751.0592,271051.6773,1672004.983,1672004.983,945679.2989,1761832.926,1359470.545,221360.565,1161872.982,154468.1988,271051.6773,889508.9019,59258.29921,33947.90953,97691.78125,,,86.93754699,11,,20
509,2,0.28493422,0.260992513,,,,3,6,157680.9932,210403.6257,284566.6584,217748.5044,173724.2,2118404.275,2118404.275,173724.2,2418835.652,2262824.563,842383.519,2083959.379,572262.7504,173724.2,1244129.083,200310.8075,107919.6127,140186.9395,,,,6,100,20
510,2,,,,,99.9999997,1,6,11180.35931,209798.9359,817045.4909,257710.9841,287185.5748,2217753.74,2217753.74,258079.365,2649293.631,2582783.448,1017821.318,2233666.777,514354.9938,287185.5748,1434139.636,207565.312,57940.54447,55962.71484,,,,13,,20
511,4,,,,,100.0000004,1,6,207346.3482,366655.2195,669979.6656,212508.2586,319619.4226,2361164.621,2361164.621,319376.5167,2758470.088,2693916.395,1118567.228,2379161.656,315939.0498,319619.4226,1544603.942,398223.0987,27129.17706,NA,,,,6,,17
512,2,34.62273032,34.10944999,14.76502089,100.0000003,,3,6,78951.36113,67477.7832,77242.19063,0,56175,1266262.366,1266262.366,400904.2031,1595251.225,1532655.009,56175,1292086.834,1042567.475,56175,393013.2492,47419.83545,37256.04951,NA,,,100.0000003,0,,20
513,1,9.185768784,8.677528382,,,100.0000003,1,6,23759.9186,32052.58636,733622.5737,175455.9657,208182.2475,2040456.931,2040456.931,155603.3281,2470783.085,2404100.746,842357.1629,2056829.487,638794.5368,208182.2475,1256005.982,96446.75725,40777.15206,NA,,,,13,100.0000001,20
514,1,18.13021549,18.1146168,5.735593003,,99.99999936,1,6,17896.71691,60057.80206,741826.9385,178925.0428,205162.3302,2068340.65,2068340.65,155771.4406,2497069.316,2430503.18,867190.8914,2084764.564,613402.4232,205162.3302,1282058.658,117084.2606,14621.76555,NA,,,,6,99.99999956,1
516,4,3.507929701,3.498457266,,,99.99999978,1,6,187882.3899,333183.4463,665108.265,183510.3405,283714.4997,2324643.563,2324643.563,283142.028,2721496.205,2656918.316,1081597.541,2342735.331,340773.9644,283714.4997,1507585.478,370657.5776,51250.34034,NA,,,,6,,17
518,2,15.77727895,15.79083137,29.23526935,88.49121392,,2,6,73014.01387,42735.99146,71328.80729,32054.60353,135121.2172,1377596.152,1377596.152,284049.7999,1712089.303,1649312.346,103435.7799,1400015.213,1056059.62,135121.2172,506723.9496,64672.30233,14150.60592,NA,,,99.99999962,6,,2
524,8,14.05863221,13.62492324,1.994276972,99.99999991,,4,4,156559.8205,225407.4184,21102.09396,785076.1338,403261.5593,944475.7179,973164.1104,940613.9436,1001325.56,551288.4057,777576.4728,354069.1327,316735.4477,403261.5593,202372.5369,44159.58207,15637.16525,NA,,,99.99999991,9,,20
525,2,,,,,100.0000017,1,6,24725.26013,200698.193,802213.4514,239491.7992,269146.9005,2209297.606,2209297.606,240788.6823,2637428.995,2571077.269,1004664.579,2225470.264,509348.0434,269146.9005,1422066.373,206797.7616,43803.4383,NA,,,,21,100.0000012,20
528,1,0.067313673,0.06342967,,,100,1,6,10181.58252,30298.67637,712579.9423,155294.9305,189581.9389,2032612.958,2032612.958,136357.7849,2458407.967,2391934.467,827954.721,2049325.483,635889.8068,189581.9389,1243275.857,106684.3759,48337.2875,49565.29375,,,,21,100,20
529,8,32.19468479,32.20879489,9.536888295,100.0000002,100.0000004,5,7,36754.93331,277565.2237,373732.4554,698688.381,456332.5372,1279440.694,1259686.919,654945.7173,1243430.562,860135.752,456332.5372,671453.247,467911.6657,456332.5372,585707.2073,110790.6305,7622.777309,NA,,,,13,,21
531,2,,,88.51400235,99.99999457,,3,6,73942.44271,69666.66667,77686.00521,0,24666.66667,1244039.792,1244039.792,414410.1042,1580113.417,1516844.875,24666.66667,1267867.25,1071276.25,24666.66667,372718.8854,51561.15495,46745.30208,NA,,,99.99999457,11,99.99999013,20
533,8,6.597622037,6.690843694,14.56394445,100,100,5,4,49102.97303,289904.9107,375082.7979,697248.9705,443117.0068,1293151.985,1267965.481,654296.3895,1252573.683,873897.5554,443117.0068,684591.6813,474301.0427,443117.0068,590423.9028,97192.27414,21457.35361,17696.96484,,,,9,,21
534,8,83.12460621,82.95394855,3.851781939,100.0000002,100.0000005,3,3,172431.7116,200138.9863,69235.92546,489170.7422,335693.5768,564800.4661,528187.5286,516969.6029,516969.6029,335693.5768,983762.8984,233614.0339,442188.0065,335693.5768,201320.6204,19432.58407,70825.87988,75081.85938,100.0000002,,100.0000002,14,,21
535,8,22.77957556,22.63913995,11.75433215,99.99999984,18.01021072,3,3,142451.3878,181258.151,75380.4136,450056.0644,302572.705,519396.411,483686.8305,475121.1277,475121.1277,302572.705,1024602.775,206895.8713,451271.019,302572.705,195146.4012,13405.59486,71799.40434,70787.85938,99.99999973,,99.99999984,14,,21
540,1,5.848863418,5.852424017,2.23054218,,99.99999999,1,6,11004.94072,47271.83657,735200.9776,428766.3614,557489.145,1895907.166,1895907.166,502424.095,2406930.171,2336640.604,862407.6454,1906133.516,968330.2077,557489.145,1222886.48,258530.9815,77469.91714,91862.77273,1.247344146,0.145975131,,13,,17
541,2,0.201473021,0.232608032,,2.38323245,99.99999996,4,4,142836.3815,238408.4009,77789.70002,428322.6238,633643.3888,682208.8386,682208.8386,682208.8386,799353.1031,692454.0819,624069.3282,581973.342,646269.4998,633643.3888,300086.3912,202923.8513,56203.80052,NA,100,,100,9,,20
545,8,0.398419057,0.374365386,,100,100,5,7,468.9617547,203728.7111,242935.6354,773332.3705,553163.8934,1151441.418,1184210.963,724042.3195,1200773.786,734728.923,568495.9662,542681.4534,426901.82,553163.8934,459266.9595,66041.77741,42564.32221,88462.57031,,,66.68672664,21,,21
546,2,40.13165974,40.21861917,9.75240067,100.0000004,100.0000004,4,4,172.6618705,171967.8454,68131.42896,55218.19801,287109.8856,837849.5872,837849.5872,837849.5872,1103951.301,1044585.671,246228.9105,892381.3669,996364.9195,287109.8856,196079.8993,166958.6958,46359.59965,NA,100.0000001,,100.0000004,0,100.0000004,20
554,8,100.0000001,100.0000001,100.0000001,100.0000008,99.99999953,3,3,163891.1964,108582.2511,21839.11663,374713.8973,331611.058,504595.4688,417660.9286,403442.9598,403442.9598,331611.058,1033155.17,250214.0089,526294.0893,331611.058,259449.4933,5440.394671,22487.74386,NA,,,100.0000008,14,,15
565,2,31.11055671,31.70792848,21.3290524,99.99999999,,3,6,76214.35755,66924.26402,76260.99939,0,46000,1258860.892,1258860.892,405260.244,1590106.669,1527294.073,46000,1284058.863,1051765.321,46000,386057.1618,46143.50929,37277.42094,NA,,,99.99999999,0,,20
